review_group	review_pdf	review_id	analysis_id	comparison_id	comparison_role	parent_comparison_id	comparison	comparison_label_clean	comparison_label_canonical	outcome	effect_measure	data_type	study_order	study_label_raw	matched_reference_block_label	reference_block_match_status	study_has_pubmed	study_has_pmc	study_matched_pmids	study_pmcids	arm1_label	arm1_events	arm1_total	arm1_mean	arm1_sd	arm2_label	arm2_events	arm2_total	arm2_mean	arm2_sd	weight	effect	ci_lower	ci_upper	row_result_status	row_extraction_status	row_extraction_notes	source_excerpt
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.4	1	main_comparison	.	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	2	Sager 2020 (2)	Sager 2020	matched_reference_block	yes	yes	32670365	PMC7338932	Continuous infusion	4	15	.	.	Bolus injection	6	17	.	.	8.4	0.76	0.26	2.18	estimable	extracted	.	Analysis 1.4. Comparison 1: Meta-analysis continuous infusion versus bolus injection, Outcome 4: Readmission to hospital following discharge for the longest available follow-up stated in the trials Study or Subgroup Felker 2011 (1) Sager 2020 (2) Shah 2014 (2) Total (95% CI) Total events: Heterogeneity: Chi² = 0.06, df = 2 (P = 0.97); I² = 0% Test for overall effect: Z = 1.01 (P = 0.31) Test for subgroup differences: Not applicableContinuous infusion Events 42 4 7 53Total 152 15 30 197Bolus injection Events 50 6 8 64Total 156 17 30 203Weight 79.4% 8.4% 12.2% 100.0%Risk Ratio IV, Fixed, 95% CI 0.86 [0.61, 1.22] 0.76 [0.26, 2.18] 0.88 [0.36, 2.11] 0.85 [0.63, 1.16]Risk Ratio IV, Fixed, 95% CI 0.05 0.2 1 5 20 Favours continuous infusion Favours bolus injectionRisk of Bias A + - ?B + ? ?C + + +D + + +E + ? ?F + - ? Footnotes (1) 60 days. (2) 30 days. Risk of bias legend (A) Bias arising fro...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.4	1	main_comparison	.	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	3	Shah 2014 (2)	Shah 2014	matched_reference_block	yes	yes	24973836	PMC4121756	Continuous infusion	7	30	.	.	Bolus injection	8	30	.	.	12.2	0.88	0.36	2.11	estimable	extracted	.	Analysis 1.4. Comparison 1: Meta-analysis continuous infusion versus bolus injection, Outcome 4: Readmission to hospital following discharge for the longest available follow-up stated in the trials Study or Subgroup Felker 2011 (1) Sager 2020 (2) Shah 2014 (2) Total (95% CI) Total events: Heterogeneity: Chi² = 0.06, df = 2 (P = 0.97); I² = 0% Test for overall effect: Z = 1.01 (P = 0.31) Test for subgroup differences: Not applicableContinuous infusion Events 42 4 7 53Total 152 15 30 197Bolus injection Events 50 6 8 64Total 156 17 30 203Weight 79.4% 8.4% 12.2% 100.0%Risk Ratio IV, Fixed, 95% CI 0.86 [0.61, 1.22] 0.76 [0.26, 2.18] 0.88 [0.36, 2.11] 0.85 [0.63, 1.16]Risk Ratio IV, Fixed, 95% CI 0.05 0.2 1 5 20 Favours continuous infusion Favours bolus injectionRisk of Bias A + - ?B + ? ?C + + +D + + +E + ? ?F + - ? Footnotes (1) 60 days. (2) 30 days. Risk of bias legend (A) Bias arising fro...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.5	1	main_comparison	.	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	1	Felker 2011	Felker 2011	matched_reference_block	yes	yes	21366472	PMC3412356	Continuous infusion	28	146	.	.	Bolus injection	27	155	.	.	63.9	1.10	0.68	1.78	estimable	extracted	.	Analysis 1.5. Comparison 1: Meta-analysis continuous infusion versus bolus injection, Outcome 5: Acute kidney injury (adverse event) Study or Subgroup Felker 2011 Llorens 2014 Zheng 2021 Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.71, df = 2 (P = 0.70); I² = 0% Test for overall effect: Z = 0.10 (P = 0.92) Test for subgroup differences: Not applicableContinuous infusion Events 28 6 7 41Total 146 36 42 224Bolus injection Events 27 11 9 47Total 155 73 39 267Weight 63.9% 17.6% 18.6% 100.0%Risk Ratio M-H, Random, 95% CI 1.10 [0.68, 1.78] 1.11 [0.44, 2.75] 0.72 [0.30, 1.75] 1.02 [0.70, 1.49]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A + + ?B + + ?C + + -D + + +E + + ?F + + - Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from intended interventions (C) Bi...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.5	1	main_comparison	.	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	2	Llorens 2014	Llorens 2014	matched_reference_block	yes	no	23793945	.	Continuous infusion	6	36	.	.	Bolus injection	11	73	.	.	17.6	1.11	0.44	2.75	estimable	extracted	.	Analysis 1.5. Comparison 1: Meta-analysis continuous infusion versus bolus injection, Outcome 5: Acute kidney injury (adverse event) Study or Subgroup Felker 2011 Llorens 2014 Zheng 2021 Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.71, df = 2 (P = 0.70); I² = 0% Test for overall effect: Z = 0.10 (P = 0.92) Test for subgroup differences: Not applicableContinuous infusion Events 28 6 7 41Total 146 36 42 224Bolus injection Events 27 11 9 47Total 155 73 39 267Weight 63.9% 17.6% 18.6% 100.0%Risk Ratio M-H, Random, 95% CI 1.10 [0.68, 1.78] 1.11 [0.44, 2.75] 0.72 [0.30, 1.75] 1.02 [0.70, 1.49]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A + + ?B + + ?C + + -D + + +E + + ?F + + - Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from intended interventions (C) Bi...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	1.5	1	main_comparison	.	Meta-analysis continuous infusion versus bolus injection	continuous infusion versus bolus injection	continuous infusion versus bolus injection	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	3	Zheng 2021	Zheng 2021	matched_reference_block	yes	yes	33689236	PMC8120396	Continuous infusion	7	42	.	.	Bolus injection	9	39	.	.	18.6	0.72	0.30	1.75	estimable	extracted	.	Analysis 1.5. Comparison 1: Meta-analysis continuous infusion versus bolus injection, Outcome 5: Acute kidney injury (adverse event) Study or Subgroup Felker 2011 Llorens 2014 Zheng 2021 Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.71, df = 2 (P = 0.70); I² = 0% Test for overall effect: Z = 0.10 (P = 0.92) Test for subgroup differences: Not applicableContinuous infusion Events 28 6 7 41Total 146 36 42 224Bolus injection Events 27 11 9 47Total 155 73 39 267Weight 63.9% 17.6% 18.6% 100.0%Risk Ratio M-H, Random, 95% CI 1.10 [0.68, 1.78] 1.11 [0.44, 2.75] 0.72 [0.30, 1.75] 1.02 [0.70, 1.49]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A + + ?B + + ?C + + -D + + +E + + ?F + + - Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from intended interventions (C) Bi...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.1	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Net weight loss (kg)	Mean Difference	continuous	1	Allen 2010 (1)	Allen 2010	matched_reference_block	yes	yes	20538132	PMC3900281	Continuous infusion	.	20	2.66	2.44	Bolus injection	.	21	1.64	2.34	26.8	1.02	-0.44	2.48	estimable	extracted	.	Analysis 2.1. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 1: Net weight loss (kg) Study or Subgroup Allen 2010 (1) Felker 2011 (2) Yayla 2015 (3) Total (95% CI) Heterogeneity: Tau² = 0.00; Chi² = 0.25, df = 2 (P = 0.88); I² = 0% Test for overall effect: Z = 1.81 (P = 0.07) Test for subgroup differences: Not applicableContinuous infusion Mean 2.66 3.67 4.6SD 2.44 4.67 5.2Total 20 152 15 187Bolus injection Mean 1.64 3.08 4.1SD 2.34 3.54 2.7Total 21 156 14 191Weight 26.8% 66.8% 6.4% 100.0%Mean Difference IV, Random, 95% CI 1.02 [-0.44, 2.48] 0.59 [-0.34, 1.52] 0.50 [-2.49, 3.49] 0.70 [-0.06, 1.46]Mean Difference IV, Random, 95% CI -4 -2 0 2 4 Favours bolus injection Favours continuous infusionRisk of Bias A ? + +B + + +C + + +D + + +E ? + ?F ? + ? Footnotes (1) Until hospital day 3 or discharge, whichever came first. (2) At 72 hours. (3) Until d...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.1	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Net weight loss (kg)	Mean Difference	continuous	2	Felker 2011 (2)	Felker 2011	matched_reference_block	yes	yes	21366472	PMC3412356	Continuous infusion	.	152	3.67	4.67	Bolus injection	.	156	3.08	3.54	66.8	0.59	-0.34	1.52	estimable	extracted	.	Analysis 2.1. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 1: Net weight loss (kg) Study or Subgroup Allen 2010 (1) Felker 2011 (2) Yayla 2015 (3) Total (95% CI) Heterogeneity: Tau² = 0.00; Chi² = 0.25, df = 2 (P = 0.88); I² = 0% Test for overall effect: Z = 1.81 (P = 0.07) Test for subgroup differences: Not applicableContinuous infusion Mean 2.66 3.67 4.6SD 2.44 4.67 5.2Total 20 152 15 187Bolus injection Mean 1.64 3.08 4.1SD 2.34 3.54 2.7Total 21 156 14 191Weight 26.8% 66.8% 6.4% 100.0%Mean Difference IV, Random, 95% CI 1.02 [-0.44, 2.48] 0.59 [-0.34, 1.52] 0.50 [-2.49, 3.49] 0.70 [-0.06, 1.46]Mean Difference IV, Random, 95% CI -4 -2 0 2 4 Favours bolus injection Favours continuous infusionRisk of Bias A ? + +B + + +C + + +D + + +E ? + ?F ? + ? Footnotes (1) Until hospital day 3 or discharge, whichever came first. (2) At 72 hours. (3) Until d...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.1	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Net weight loss (kg)	Mean Difference	continuous	3	Yayla 2015 (3)	Yayla 2015	matched_reference_block	yes	no	26135463	.	Continuous infusion	.	15	4.6	5.2	Bolus injection	.	14	4.1	2.7	6.4	0.50	-2.49	3.49	estimable	extracted	.	Analysis 2.1. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 1: Net weight loss (kg) Study or Subgroup Allen 2010 (1) Felker 2011 (2) Yayla 2015 (3) Total (95% CI) Heterogeneity: Tau² = 0.00; Chi² = 0.25, df = 2 (P = 0.88); I² = 0% Test for overall effect: Z = 1.81 (P = 0.07) Test for subgroup differences: Not applicableContinuous infusion Mean 2.66 3.67 4.6SD 2.44 4.67 5.2Total 20 152 15 187Bolus injection Mean 1.64 3.08 4.1SD 2.34 3.54 2.7Total 21 156 14 191Weight 26.8% 66.8% 6.4% 100.0%Mean Difference IV, Random, 95% CI 1.02 [-0.44, 2.48] 0.59 [-0.34, 1.52] 0.50 [-2.49, 3.49] 0.70 [-0.06, 1.46]Mean Difference IV, Random, 95% CI -4 -2 0 2 4 Favours bolus injection Favours continuous infusionRisk of Bias A ? + +B + + +C + + +D + + +E ? + ?F ? + ? Footnotes (1) Until hospital day 3 or discharge, whichever came first. (2) At 72 hours. (3) Until d...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.2	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	All-cause mortality	Risk Ratio	dichotomous	1	Allen 2010 (1)	Allen 2010	matched_reference_block	yes	yes	20538132	PMC3900281	Continuous infusion	1	20	.	.	Bolus injection	0	21	.	.	4.3	3.14	0.14	72.92	estimable	extracted	.	Analysis 2.2. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 2: All-cause mortality Study or Subgroup Allen 2010 (1) Felker 2011 (2) Shah 2014 (3) Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.91, df = 2 (P = 0.63); I² = 0% Test for overall effect: Z = 0.60 (P = 0.55) Test for subgroup differences: Not applicableContinuous infusion Events 1 16 1 18Total 20 152 30 202Bolus injection Events 0 13 2 15Total 21 156 30 207Weight 4.3% 87.9% 7.8% 100.0%Risk Ratio M-H, Random, 95% CI 3.14 [0.14, 72.92] 1.26 [0.63, 2.54] 0.50 [0.05, 5.22] 1.22 [0.64, 2.35]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A ? + ?B + + ?C + + +D + + +E ? + ?F ? + ? Footnotes (1) 90 days. (2) 60 days. (3) 30 days. Risk of bias legend (A) Bias arising from the randomization process (B) Bias due...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.2	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	All-cause mortality	Risk Ratio	dichotomous	2	Felker 2011 (2)	Felker 2011	matched_reference_block	yes	yes	21366472	PMC3412356	Continuous infusion	16	152	.	.	Bolus injection	13	156	.	.	87.9	1.26	0.63	2.54	estimable	extracted	.	Analysis 2.2. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 2: All-cause mortality Study or Subgroup Allen 2010 (1) Felker 2011 (2) Shah 2014 (3) Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.91, df = 2 (P = 0.63); I² = 0% Test for overall effect: Z = 0.60 (P = 0.55) Test for subgroup differences: Not applicableContinuous infusion Events 1 16 1 18Total 20 152 30 202Bolus injection Events 0 13 2 15Total 21 156 30 207Weight 4.3% 87.9% 7.8% 100.0%Risk Ratio M-H, Random, 95% CI 3.14 [0.14, 72.92] 1.26 [0.63, 2.54] 0.50 [0.05, 5.22] 1.22 [0.64, 2.35]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A ? + ?B + + ?C + + +D + + +E ? + ?F ? + ? Footnotes (1) 90 days. (2) 60 days. (3) 30 days. Risk of bias legend (A) Bias arising from the randomization process (B) Bias due...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.2	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	All-cause mortality	Risk Ratio	dichotomous	3	Shah 2014 (3)	Shah 2014	matched_reference_block	yes	yes	24973836	PMC4121756	Continuous infusion	1	30	.	.	Bolus injection	2	30	.	.	7.8	0.50	0.05	5.22	estimable	extracted	.	Analysis 2.2. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 2: All-cause mortality Study or Subgroup Allen 2010 (1) Felker 2011 (2) Shah 2014 (3) Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.91, df = 2 (P = 0.63); I² = 0% Test for overall effect: Z = 0.60 (P = 0.55) Test for subgroup differences: Not applicableContinuous infusion Events 1 16 1 18Total 20 152 30 202Bolus injection Events 0 13 2 15Total 21 156 30 207Weight 4.3% 87.9% 7.8% 100.0%Risk Ratio M-H, Random, 95% CI 3.14 [0.14, 72.92] 1.26 [0.63, 2.54] 0.50 [0.05, 5.22] 1.22 [0.64, 2.35]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A ? + ?B + + ?C + + +D + + +E ? + ?F ? + ? Footnotes (1) 90 days. (2) 60 days. (3) 30 days. Risk of bias legend (A) Bias arising from the randomization process (B) Bias due...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.3	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Length of hospital stay (days)	Mean Difference	continuous	1	Allen 2010	Allen 2010	matched_reference_block	yes	yes	20538132	PMC3900281	Continuous infusion	.	20	9.85	11.72	Bolus injection	.	21	8.86	3.82	13.1	0.99	-4.40	6.38	estimable	extracted	.	Analysis 2.3. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 3: Length of hospital stay (days) Study or Subgroup Allen 2010 Shah 2014 Yayla 2015 Total (95% CI) Heterogeneity: Tau² = 1.53; Chi² = 3.44, df = 2 (P = 0.18); I² = 42% Test for overall effect: Z = 0.56 (P = 0.58) Test for subgroup differences: Not applicableContinuous infusion Mean 9.85 6.77 6.6SD 11.72 3.21 3.4Total 20 30 15 65Bolus injection Mean 8.86 5.03 7.9SD 3.82 3.33 4.1Total 21 30 14 65Weight 13.1% 53.0% 33.9% 100.0%Mean Difference IV, Random, 95% CI 0.99 [-4.40, 6.38] 1.74 [0.08, 3.40] -1.30 [-4.05, 1.45] 0.61 [-1.53, 2.75]Mean Difference IV, Random, 95% CI -20 -10 0 10 20 Favours continuous infusion Favours bolus injectionRisk of Bias A ? ? +B + + +C + + +D + + +E ? ? ?F ? ? ? Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.3	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Length of hospital stay (days)	Mean Difference	continuous	2	Shah 2014	Shah 2014	matched_reference_block	yes	yes	24973836	PMC4121756	Continuous infusion	.	30	6.77	3.21	Bolus injection	.	30	5.03	3.33	53.0	1.74	0.08	3.40	estimable	extracted	.	Analysis 2.3. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 3: Length of hospital stay (days) Study or Subgroup Allen 2010 Shah 2014 Yayla 2015 Total (95% CI) Heterogeneity: Tau² = 1.53; Chi² = 3.44, df = 2 (P = 0.18); I² = 42% Test for overall effect: Z = 0.56 (P = 0.58) Test for subgroup differences: Not applicableContinuous infusion Mean 9.85 6.77 6.6SD 11.72 3.21 3.4Total 20 30 15 65Bolus injection Mean 8.86 5.03 7.9SD 3.82 3.33 4.1Total 21 30 14 65Weight 13.1% 53.0% 33.9% 100.0%Mean Difference IV, Random, 95% CI 0.99 [-4.40, 6.38] 1.74 [0.08, 3.40] -1.30 [-4.05, 1.45] 0.61 [-1.53, 2.75]Mean Difference IV, Random, 95% CI -20 -10 0 10 20 Favours continuous infusion Favours bolus injectionRisk of Bias A ? ? +B + + +C + + +D + + +E ? ? ?F ? ? ? Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.3	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Length of hospital stay (days)	Mean Difference	continuous	3	Yayla 2015	Yayla 2015	matched_reference_block	yes	no	26135463	.	Continuous infusion	.	15	6.6	3.4	Bolus injection	.	14	7.9	4.1	33.9	-1.30	-4.05	1.45	estimable	extracted	.	Analysis 2.3. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 3: Length of hospital stay (days) Study or Subgroup Allen 2010 Shah 2014 Yayla 2015 Total (95% CI) Heterogeneity: Tau² = 1.53; Chi² = 3.44, df = 2 (P = 0.18); I² = 42% Test for overall effect: Z = 0.56 (P = 0.58) Test for subgroup differences: Not applicableContinuous infusion Mean 9.85 6.77 6.6SD 11.72 3.21 3.4Total 20 30 15 65Bolus injection Mean 8.86 5.03 7.9SD 3.82 3.33 4.1Total 21 30 14 65Weight 13.1% 53.0% 33.9% 100.0%Mean Difference IV, Random, 95% CI 0.99 [-4.40, 6.38] 1.74 [0.08, 3.40] -1.30 [-4.05, 1.45] 0.61 [-1.53, 2.75]Mean Difference IV, Random, 95% CI -20 -10 0 10 20 Favours continuous infusion Favours bolus injectionRisk of Bias A ? ? +B + + +C + + +D + + +E ? ? ?F ? ? ? Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.4	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	1	Felker 2011 (1)	Felker 2011	matched_reference_block	yes	yes	21366472	PMC3412356	Continuous infusion	42	152	.	.	Bolus injection	50	156	.	.	86.7	0.86	0.61	1.22	estimable	extracted	.	Analysis 2.4. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 4: Readmission to hospital following discharge for the longest available follow-up stated in the trials Study or Subgroup Felker 2011 (1) Shah 2014 (2) Total (95% CI) Total events: Heterogeneity: Chi² = 0.00, df = 1 (P = 0.98); I² = 0% Test for overall effect: Z = 0.90 (P = 0.37) Test for subgroup differences: Not applicableContinuous infusion Events 42 7 49Total 152 30 182Bolus injection Events 50 8 58Total 156 30 186Weight 86.7% 13.3% 100.0%Risk Ratio IV, Fixed, 95% CI 0.86 [0.61, 1.22] 0.88 [0.36, 2.11] 0.86 [0.63, 1.19]Risk Ratio IV, Fixed, 95% CI 0.05 0.2 1 5 20 Favours continuous infusion Favours bolus injectionRisk of Bias A + ?B + ?C + +D + +E + ?F + ? Footnotes (1) 60 days. (2) 30 days. Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviati...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.4	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Readmission to hospital following discharge for the longest available follow-up stated in the trials	Risk Ratio	dichotomous	2	Shah 2014 (2)	Shah 2014	matched_reference_block	yes	yes	24973836	PMC4121756	Continuous infusion	7	30	.	.	Bolus injection	8	30	.	.	13.3	0.88	0.36	2.11	estimable	extracted	.	Analysis 2.4. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 4: Readmission to hospital following discharge for the longest available follow-up stated in the trials Study or Subgroup Felker 2011 (1) Shah 2014 (2) Total (95% CI) Total events: Heterogeneity: Chi² = 0.00, df = 1 (P = 0.98); I² = 0% Test for overall effect: Z = 0.90 (P = 0.37) Test for subgroup differences: Not applicableContinuous infusion Events 42 7 49Total 152 30 182Bolus injection Events 50 8 58Total 156 30 186Weight 86.7% 13.3% 100.0%Risk Ratio IV, Fixed, 95% CI 0.86 [0.61, 1.22] 0.88 [0.36, 2.11] 0.86 [0.63, 1.19]Risk Ratio IV, Fixed, 95% CI 0.05 0.2 1 5 20 Favours continuous infusion Favours bolus injectionRisk of Bias A + ?B + ?C + +D + +E + ?F + ? Footnotes (1) 60 days. (2) 30 days. Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviati...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.5	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	1	Felker 2011	Felker 2011	matched_reference_block	yes	yes	21366472	PMC3412356	Continuous infusion	28	146	.	.	Bolus injection	27	155	.	.	78.4	1.10	0.68	1.78	estimable	extracted	.	Analysis 2.5. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 5: Acute kidney injury (adverse event) Study or Subgroup Felker 2011 Llorens 2014 Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.00, df = 1 (P = 0.99); I² = 0% Test for overall effect: Z = 0.45 (P = 0.65) Test for subgroup differences: Not applicableContinuous infusion Events 28 6 34Total 146 36 182Bolus injection Events 27 11 38Total 155 73 228Weight 78.4% 21.6% 100.0%Risk Ratio M-H, Random, 95% CI 1.10 [0.68, 1.78] 1.11 [0.44, 2.75] 1.10 [0.72, 1.68]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A + +B + +C + +D + +E + +F + + Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from intended interventions (C) Bias due to missing outcome data (D) Bias in measu...
first_pass	Cochrane_reviews/first_pass/CD014811_loop_diuretics_hf.pdf	CD014811_loop_diuretics_hf	2.5	2	sensitivity_analysis	1	Sensitivity analysis - exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	exclusion of trials with high risk of bias	Acute kidney injury (adverse event)	Risk Ratio	dichotomous	2	Llorens 2014	Llorens 2014	matched_reference_block	yes	no	23793945	.	Continuous infusion	6	36	.	.	Bolus injection	11	73	.	.	21.6	1.11	0.44	2.75	estimable	extracted	.	Analysis 2.5. Comparison 2: Sensitivity analysis - exclusion of trials with high risk of bias, Outcome 5: Acute kidney injury (adverse event) Study or Subgroup Felker 2011 Llorens 2014 Total (95% CI) Total events: Heterogeneity: Tau² = 0.00; Chi² = 0.00, df = 1 (P = 0.99); I² = 0% Test for overall effect: Z = 0.45 (P = 0.65) Test for subgroup differences: Not applicableContinuous infusion Events 28 6 34Total 146 36 182Bolus injection Events 27 11 38Total 155 73 228Weight 78.4% 21.6% 100.0%Risk Ratio M-H, Random, 95% CI 1.10 [0.68, 1.78] 1.11 [0.44, 2.75] 1.10 [0.72, 1.68]Risk Ratio M-H, Random, 95% CI 0.01 0.1 1 10 100 Favours continuous infusion Favours bolus injectionRisk of Bias A + +B + +C + +D + +E + +F + + Risk of bias legend (A) Bias arising from the randomization process (B) Bias due to deviations from intended interventions (C) Bias due to missing outcome data (D) Bias in measu...
