review_group	review_pdf	review_id	study_label	report_index	candidate_type	candidate_text	query_text	matched_pmids	pmcids	n_pmids	n_pmcids	has_pubmed	has_pmc	lookup_methods	lookup_errors	pubmed_titles	reference_excerpt
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Cheung 2014	3	nct_id	NCT01832155	NCT01832155	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Cheung C, Wyman JF, Resnick B, Savik K. Yoga for managing knee osteoarthritis in older women: a pilot randomized controlled trial. BMC Complementary and Alternative Medicine 2014;14:(no pagination). [DOI: 10.1186/1472-6882-14-160] - DOI - PMC - PubMed Cheung C, Wyman JF, Savik K. Adherence to a yoga program in older women with knee osteoarthritis. Journal of Aging and Physical Activity 2016;24(2):181-8. [DOI: 10.1123/japa.2015-0048] - DOI - PubMed NCT01832155. Yoga for managing knee osteoarthritis in older women: a feasibility studya pilot study testing a hatha yoga exercise program in older w
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Cheung 2017	1	explicit_pmid	27913870	27913870	27913870	PMC5569242	1	1	yes	yes	direct_pubmed_link	.	.	Cheung C, Wyman JF, Bronas U, McCarthy T, Rudser K, Mathiason MA. Managing knee osteoarthritis with yoga or aerobic/strengthening exercise programs in older adults: a pilot randomized controlled trial. Rheumatology International 2017;37(3):389-98. [DOI: 10.1007/s00296-016-3620-2] - DOI - PMC - PubMed Cheung CK, Wyman J, Bronas U, McCarthy T, Switzer J, Mathiason M. Is yoga better than aerobic/strengthening exercises for managing knee osteoarthritis in older adults? Osteoarthritis and Cartilage 2016;1:S484. Nct02525341. Yoga versus exercises for managing OA [Yoga versus aerobic and strengthenin
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Cheung 2017	2	title	Is yoga better than aerobic/strengthening exercises for managing knee osteoarthritis in older adults? Osteoarthritis and Cartilage 2016;1:S484.	"""Is yoga better than aerobic/strengthening exercises for managing knee osteoarthritis in older adults? Osteoarthritis and Cartilage 2016;1:S484.""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Cheung C, Wyman JF, Bronas U, McCarthy T, Rudser K, Mathiason MA. Managing knee osteoarthritis with yoga or aerobic/strengthening exercise programs in older adults: a pilot randomized controlled trial. Rheumatology International 2017;37(3):389-98. [DOI: 10.1007/s00296-016-3620-2] - DOI - PMC - PubMed Cheung CK, Wyman J, Bronas U, McCarthy T, Switzer J, Mathiason M. Is yoga better than aerobic/strengthening exercises for managing knee osteoarthritis in older adults? Osteoarthritis and Cartilage 2016;1:S484. Nct02525341. Yoga versus exercises for managing OA [Yoga versus aerobic and strengthenin
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Cheung 2017	3	nct_id	NCT02525341	NCT02525341	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Cheung C, Wyman JF, Bronas U, McCarthy T, Rudser K, Mathiason MA. Managing knee osteoarthritis with yoga or aerobic/strengthening exercise programs in older adults: a pilot randomized controlled trial. Rheumatology International 2017;37(3):389-98. [DOI: 10.1007/s00296-016-3620-2] - DOI - PMC - PubMed Cheung CK, Wyman J, Bronas U, McCarthy T, Switzer J, Mathiason M. Is yoga better than aerobic/strengthening exercises for managing knee osteoarthritis in older adults? Osteoarthritis and Cartilage 2016;1:S484. Nct02525341. Yoga versus exercises for managing OA [Yoga versus aerobic and strengthenin
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Chopp‐Hurley 2017	1	explicit_pmid	28379878	28379878	28379878	.	1	0	yes	no	direct_pubmed_link	.	.	Chopp-Hurley JN, Brenneman EC, Wiebenga EG, Bulbrook B, Keir PJ, Maly MR. Randomized controlled trial investigating the role of exercise in the workplace to improve work ability, performance, and patient-reported symptoms among older workers with osteoarthritis. Journal of Occupational and Environmental Medicine 2017;59(6):550-6. [DOI: 10.1097/JOM.0000000000001020] - DOI - PubMed Marriott K, Chopp-Hurley J, Loukov D, Karampatos S, Kuntz AB, Wiebenga EG, et al. Muscle strength gains after strengthening exercise explained by reductions in serum inflammation in women with knee osteoarthritis. Cli
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Chopp‐Hurley 2017	2	explicit_pmid	34000629	34000629	34000629	.	1	0	yes	no	direct_pubmed_link	.	.	Chopp-Hurley JN, Brenneman EC, Wiebenga EG, Bulbrook B, Keir PJ, Maly MR. Randomized controlled trial investigating the role of exercise in the workplace to improve work ability, performance, and patient-reported symptoms among older workers with osteoarthritis. Journal of Occupational and Environmental Medicine 2017;59(6):550-6. [DOI: 10.1097/JOM.0000000000001020] - DOI - PubMed Marriott K, Chopp-Hurley J, Loukov D, Karampatos S, Kuntz AB, Wiebenga EG, et al. Muscle strength gains after strengthening exercise explained by reductions in serum inflammation in women with knee osteoarthritis. Cli
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Christensen 2015	1	explicit_pmid	23512743	23512743	23512743	.	1	0	yes	no	direct_pubmed_link	.	.	Christensen P, Frederiksen R, Bliddal H, Riecke BF, Bartels EM, Henriksen M, et al. Comparison of three weight maintenance programs on cardiovascular risk, bone and vitamins in sedentary older adults. Obesity (Silver Spring, Md.) 2013;21(10):1982-90. [DOI: 10.1002/oby.20413] - DOI - PubMed Christensen R, Henriksen M, Leeds AR, Gudbergsen H, Christensen P, Sorensen TJ, et al. Effect of weight maintenance on symptoms of knee osteoarthritis in obese patients: A twelve-month randomized controlled trial. Arthritis Care & Research 2015;67(5):640-50. [DOI: 10.1002/acr.22504] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Christensen 2015	2	explicit_pmid	25370359	25370359	25370359	PMC4657487	1	1	yes	yes	direct_pubmed_link	.	.	Christensen P, Frederiksen R, Bliddal H, Riecke BF, Bartels EM, Henriksen M, et al. Comparison of three weight maintenance programs on cardiovascular risk, bone and vitamins in sedentary older adults. Obesity (Silver Spring, Md.) 2013;21(10):1982-90. [DOI: 10.1002/oby.20413] - DOI - PubMed Christensen R, Henriksen M, Leeds AR, Gudbergsen H, Christensen P, Sorensen TJ, et al. Effect of weight maintenance on symptoms of knee osteoarthritis in obese patients: A twelve-month randomized controlled trial. Arthritis Care & Research 2015;67(5):640-50. [DOI: 10.1002/acr.22504] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Da Silva 2015	1	explicit_pmid	26237073	26237073	26237073	.	1	0	yes	no	direct_pubmed_link	.	.	Da Silva FS, De Melo FE, Do Amaral MM, Caldas VV, Pinheiro IL, Abreu BJ, et al. Efficacy of simple integrated group rehabilitation program for patients with knee osteoarthritis: Single-blind randomized controlled trial. Journal of Rehabilitation Research and Development 2015;52(3):309-22. - PubMed NCT01850862. Progressive collective-exercise program on the knee osteoarthritis. https://clinicaltrials.gov/study/NCT01850862 (first posted 10 May 2013).
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Da Silva 2015	2	nct_id	NCT01850862	NCT01850862	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Da Silva FS, De Melo FE, Do Amaral MM, Caldas VV, Pinheiro IL, Abreu BJ, et al. Efficacy of simple integrated group rehabilitation program for patients with knee osteoarthritis: Single-blind randomized controlled trial. Journal of Rehabilitation Research and Development 2015;52(3):309-22. - PubMed NCT01850862. Progressive collective-exercise program on the knee osteoarthritis. https://clinicaltrials.gov/study/NCT01850862 (first posted 10 May 2013).
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	De Almeida 2020	1	explicit_pmid	31865505	31865505	31865505	.	1	0	yes	no	direct_pubmed_link	.	.	De Almeida AC, Aily JB, Pedroso MG, Goncalves GH, De Carvalho Felinto J, Ferrari RJ, et al. A periodized training attenuates thigh intermuscular fat and improves muscle quality in patients with knee osteoarthritis: results from a randomized controlled trial. Clinical Rheumatology 2020;39(4):1265-75. [DOI: 10.1007/s10067-019-04892-9] - DOI - PubMed De Almeida AC, Pedroso MG, Aily JB, Goncalves GH, Pastre CM, Mattiello SM. Influence of a periodized circuit training protocol on intermuscular adipose tissue of patients with knee osteoarthritis: protocol for a randomized controlled trial. BMC Muscu
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	De Almeida 2020	2	explicit_pmid	30497420	30497420	30497420	PMC6267088	1	1	yes	yes	direct_pubmed_link	.	.	De Almeida AC, Aily JB, Pedroso MG, Goncalves GH, De Carvalho Felinto J, Ferrari RJ, et al. A periodized training attenuates thigh intermuscular fat and improves muscle quality in patients with knee osteoarthritis: results from a randomized controlled trial. Clinical Rheumatology 2020;39(4):1265-75. [DOI: 10.1007/s10067-019-04892-9] - DOI - PubMed De Almeida AC, Pedroso MG, Aily JB, Goncalves GH, Pastre CM, Mattiello SM. Influence of a periodized circuit training protocol on intermuscular adipose tissue of patients with knee osteoarthritis: protocol for a randomized controlled trial. BMC Muscu
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	De Almeida 2020	3	nct_id	NCT02761590	NCT02761590	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	De Almeida AC, Aily JB, Pedroso MG, Goncalves GH, De Carvalho Felinto J, Ferrari RJ, et al. A periodized training attenuates thigh intermuscular fat and improves muscle quality in patients with knee osteoarthritis: results from a randomized controlled trial. Clinical Rheumatology 2020;39(4):1265-75. [DOI: 10.1007/s10067-019-04892-9] - DOI - PubMed De Almeida AC, Pedroso MG, Aily JB, Goncalves GH, Pastre CM, Mattiello SM. Influence of a periodized circuit training protocol on intermuscular adipose tissue of patients with knee osteoarthritis: protocol for a randomized controlled trial. BMC Muscu
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	De Matos 2019	1	explicit_pmid	30324827	30324827	30324827	.	1	0	yes	no	direct_pubmed_link	.	.	De Matos Brunelli Braghin R, Libardi EC, Junqueira C, Rodrigues NC, Nogueira-Barbosa MH, Renno AC, et al. The effect of low-level laser therapy and physical exercise on pain, stiffness, function, and spatiotemporal gait variables in subjects with bilateral knee osteoarthritis: a blind randomized clinical trial. Disability and Rehabilitation 2019;41(26):3165-72. [DOI: 10.1080/09638288.2018.1493160] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	De Rooij 2017	1	explicit_pmid	27563831	27563831	27563831	.	1	0	yes	no	direct_pubmed_link	.	.	De Rooij M, Van Der Leeden M, Cheung J, Van Der Esch M, Arja Hakkinen A, Haverkamp D, et al. Efficacy of tailored exercise therapy in patients with knee osteoarthritis and comorbidity: a randomized controlled trial. Annals of the Rheumatic Diseases 2016;75 Suppl 2:78. [DOI: 10.1136/annrheumdis-2016-eular.3855] - DOI - PubMed De Rooij M, Van der Leeden M, Cheung J, Van der Esch M, Hakkinen A, Haverkamp D, et al. Efficacy of tailored exercise therapy on physical functioning in patients with knee osteoarthritis and comorbidity: a randomized controlled trial. Arthritis Care & Research 2017;69(6):8
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	De Rooij 2017	2	explicit_pmid	27563831	27563831	27563831	.	1	0	yes	no	direct_pubmed_link	.	.	De Rooij M, Van Der Leeden M, Cheung J, Van Der Esch M, Arja Hakkinen A, Haverkamp D, et al. Efficacy of tailored exercise therapy in patients with knee osteoarthritis and comorbidity: a randomized controlled trial. Annals of the Rheumatic Diseases 2016;75 Suppl 2:78. [DOI: 10.1136/annrheumdis-2016-eular.3855] - DOI - PubMed De Rooij M, Van der Leeden M, Cheung J, Van der Esch M, Hakkinen A, Haverkamp D, et al. Efficacy of tailored exercise therapy on physical functioning in patients with knee osteoarthritis and comorbidity: a randomized controlled trial. Arthritis Care & Research 2017;69(6):8
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	DeVita 2018	1	title	The effect of quadriceps-strengthening exercise on quadriceps and knee biomichanics during walking in adults with knee osteoarthritis: a randomized controlled trial	"""The effect of quadriceps-strengthening exercise on quadriceps and knee biomichanics during walking in adults with knee osteoarthritis: a randomized controlled trial""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Aaboe J, Henriksen M, Bartholdy C, Leonardis J, Rider P, Jorgensen L, et al. The effect of quadriceps-strengthening exercise on quadriceps and knee biomichanics during walking in adults with knee osteoarthritis: a randomized controlled trial. Osteoarthritis and Cartilage 2014;1:S80-1. DeVita P, Aaboe J, Bartholdy C, Leonardis JM, Bliddal H, Henriksen M. Quadriceps-strengthening exercise and quadriceps and knee biomechanics during walking in knee osteoarthritis: a two-centre randomized controlled trial. Clinical Biomechanics (Bristol, Avon) 2018;59:199-206. [DOI: 10.1016/j.clinbiomech.2018.09.0
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	DeVita 2018	2	explicit_pmid	30273922	30273922	30273922	.	1	0	yes	no	direct_pubmed_link	.	.	Aaboe J, Henriksen M, Bartholdy C, Leonardis J, Rider P, Jorgensen L, et al. The effect of quadriceps-strengthening exercise on quadriceps and knee biomichanics during walking in adults with knee osteoarthritis: a randomized controlled trial. Osteoarthritis and Cartilage 2014;1:S80-1. DeVita P, Aaboe J, Bartholdy C, Leonardis JM, Bliddal H, Henriksen M. Quadriceps-strengthening exercise and quadriceps and knee biomechanics during walking in knee osteoarthritis: a two-centre randomized controlled trial. Clinical Biomechanics (Bristol, Avon) 2018;59:199-206. [DOI: 10.1016/j.clinbiomech.2018.09.0
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Dincer 2016	1	doi	10.5606/tftrd.2016.93899	"""10.5606/tftrd.2016.93899""[AID]"	.	.	0	0	no	no	.	title_search_no_match	.	Dincer U, Ariba S, Saygin H, Incedayi M, Rodop O. The effects of closed kinetic chain exercise on articular cartilage morphology: myth or reality? A randomized controlled clinical trial. Turkiye Fiziksel Tip ve Rehabilitasyon Dergisi 2016;62(1):28-36. [DOI: 10.5606/tftrd.2016.93899] - DOI
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Drummen 2023	1	nct_id	ACTRN12618001097235	ACTRN12618001097235	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	ACTRN12618001097235. WALK - A pilot randomised controlled trial evaluating community walking for knee osteoarthritis. https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=374968 (first registered 2 July 2018). Aitken D, Drummen SJ, Balogun S, Lahham A, Bennell K, Hinman R, et al. Walk - a pilot randomized controlled trial evaluating community walking for knee osteoarthritis. Osteoarthritis and Cartilage 2021;29 Suppl 1:S387. [DOI: 10.1016/j.joca.2021.02.503] - DOI Drummen SJ, Balogun S, Lahham A, Bennell K, Hinman RS, Callisaya M, et al. A pilot randomized controlled trial evaluati
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Drummen 2023	2	doi	10.1016/j.joca.2021.02.503	"""10.1016/j.joca.2021.02.503""[AID]"	.	.	0	0	no	no	.	title_search_no_match	.	ACTRN12618001097235. WALK - A pilot randomised controlled trial evaluating community walking for knee osteoarthritis. https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=374968 (first registered 2 July 2018). Aitken D, Drummen SJ, Balogun S, Lahham A, Bennell K, Hinman R, et al. Walk - a pilot randomized controlled trial evaluating community walking for knee osteoarthritis. Osteoarthritis and Cartilage 2021;29 Suppl 1:S387. [DOI: 10.1016/j.joca.2021.02.503] - DOI Drummen SJ, Balogun S, Lahham A, Bennell K, Hinman RS, Callisaya M, et al. A pilot randomized controlled trial evaluati
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Drummen 2023	3	explicit_pmid	36692651	36692651	36692651	PMC10102100	1	1	yes	yes	direct_pubmed_link	.	.	ACTRN12618001097235. WALK - A pilot randomised controlled trial evaluating community walking for knee osteoarthritis. https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=374968 (first registered 2 July 2018). Aitken D, Drummen SJ, Balogun S, Lahham A, Bennell K, Hinman R, et al. Walk - a pilot randomized controlled trial evaluating community walking for knee osteoarthritis. Osteoarthritis and Cartilage 2021;29 Suppl 1:S387. [DOI: 10.1016/j.joca.2021.02.503] - DOI Drummen SJ, Balogun S, Lahham A, Bennell K, Hinman RS, Callisaya M, et al. A pilot randomized controlled trial evaluati
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Dwyer 2015	1	explicit_pmid	25455832	25455832	25455832	.	1	0	yes	no	direct_pubmed_link	.	.	Dwyer L, Parkin-Smith GF, Brantingham JW, Korporaal C, Cassa TK, Globe G, et al. Manual and manipulative therapy in addition to rehabilitation for osteoarthritis of the knee: assessor-blind randomized pilot trial. Journal of Manipulative and Physiological Therapeutics 2015;38(1):1-21. [DOI: 10.1016/j.jmpt.2014.10.002] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ettinger 1997	1	explicit_pmid	8980206	8980206	8980206	.	1	0	yes	no	direct_pubmed_link	.	.	Ettinger WH, Burns R, Messier SP, Applegate W, Rejeski WJ, Morgan T, et al. A randomized trial comparing aerobic exercise and resistance exercise with a health education program in older adults with knee osteoarthritis. The Fitness Arthritis and Seniors Trial (FAST). JAMA 1997;277:25-31. - PubMed Messier SP, Royer TD, Craven TE, O'Toole ML, Burns R, Ettinger WH. Long-term exercise and its effect on balance in older, osteoarthritis adults: results from the Fitness, Arthritis and Seniors Trial (FAST). Journal of the American Geriatric Society 2000;48:131-8. - PubMed Messier SP, Thompson CD, Etti
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ettinger 1997	2	explicit_pmid	10682941	10682941	10682941	.	1	0	yes	no	direct_pubmed_link	.	.	Ettinger WH, Burns R, Messier SP, Applegate W, Rejeski WJ, Morgan T, et al. A randomized trial comparing aerobic exercise and resistance exercise with a health education program in older adults with knee osteoarthritis. The Fitness Arthritis and Seniors Trial (FAST). JAMA 1997;277:25-31. - PubMed Messier SP, Royer TD, Craven TE, O'Toole ML, Burns R, Ettinger WH. Long-term exercise and its effect on balance in older, osteoarthritis adults: results from the Fitness, Arthritis and Seniors Trial (FAST). Journal of the American Geriatric Society 2000;48:131-8. - PubMed Messier SP, Thompson CD, Etti
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ettinger 1997	3	title	Effects of long-term aerobic or weight training regimes on gait in an older, osteoarthritic population	"""Effects of long-term aerobic or weight training regimes on gait in an older, osteoarthritic population""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Ettinger WH, Burns R, Messier SP, Applegate W, Rejeski WJ, Morgan T, et al. A randomized trial comparing aerobic exercise and resistance exercise with a health education program in older adults with knee osteoarthritis. The Fitness Arthritis and Seniors Trial (FAST). JAMA 1997;277:25-31. - PubMed Messier SP, Royer TD, Craven TE, O'Toole ML, Burns R, Ettinger WH. Long-term exercise and its effect on balance in older, osteoarthritis adults: results from the Fitness, Arthritis and Seniors Trial (FAST). Journal of the American Geriatric Society 2000;48:131-8. - PubMed Messier SP, Thompson CD, Etti
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Ettinger 1997	4	explicit_pmid	9668732	9668732	9668732	.	1	0	yes	no	direct_pubmed_link	.	.	Ettinger WH, Burns R, Messier SP, Applegate W, Rejeski WJ, Morgan T, et al. A randomized trial comparing aerobic exercise and resistance exercise with a health education program in older adults with knee osteoarthritis. The Fitness Arthritis and Seniors Trial (FAST). JAMA 1997;277:25-31. - PubMed Messier SP, Royer TD, Craven TE, O'Toole ML, Burns R, Ettinger WH. Long-term exercise and its effect on balance in older, osteoarthritis adults: results from the Fitness, Arthritis and Seniors Trial (FAST). Journal of the American Geriatric Society 2000;48:131-8. - PubMed Messier SP, Thompson CD, Etti
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Foley 2003	1	explicit_pmid	14644853	14644853	14644853	PMC1754378	1	1	yes	yes	direct_pubmed_link	.	.	Foley A, Halbert J, Hewitt T, Crotty M, Halbert J, Hewitt T, et al. Does hydrotherapy improve strength and physical function in patients with osteoarthritis-a randomised controlled trial comparing a gym based and a hydrotherapy based strengthening program. Annals of the Rheumatic Diseases 2003;62:1162-7. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Fransen 2001	1	explicit_pmid	11196518	11196518	11196518	.	1	0	yes	no	direct_pubmed_link	.	.	Fransen M, Crosbie J, Edmonds J. Physical therapy is effective for patients with osteoarthritis of the knee: a randomized controlled trial. Journal of Rheumatology 2001;28:156-64. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Fransen 2007	1	explicit_pmid	17443749	17443749	17443749	.	1	0	yes	no	direct_pubmed_link	.	.	Fransen M, Nairn L, Winstanley J, Lam P, Edmonds J. The Physical Activity for Osteoarthritis Management (PAFORM) study. A randomised controlled clinical trial evaluating hydrotherapy and Tai Chi classes. Arthritis Care & Research 2007;57:407-14. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Gohir 2021	1	explicit_pmid	33620447	33620447	33620447	PMC7903254	1	1	yes	yes	direct_pubmed_link	.	.	Gohir SA, Eek F, Kelly A, Abhishek A, Valdes AM. Effectiveness of internet-based exercises aimed at treating knee osteoarthritis: the ibeat-OA randomized clinical trial. JAMA Network Open 2021;4(2):(no pagination). [DOI: 10.1001/jamanetworkopen.2021.0012] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Gondhalekar 2013	1	explicit_pmid	23641371	23641371	23641371	PMC3624710	1	1	yes	yes	direct_pubmed_link	.	.	Gondhalekar GA, Deo MV. Retrowalking as an adjunct to conventional treatment versus conventional treatment alone on pain and disability in patients with acute exacerbation of chronic knee osteoarthritis: a randomized clinical trial. North American Journal of Medical Sciences 2013;5(2):108-12. [DOI: 10.4103/1947-2714.107527] - DOI - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Guo 2022	1	explicit_pmid	34658285	34658285	34658285	.	1	0	yes	no	direct_pubmed_link	.	.	Guo D, Ma S, Zhao Y, Dong J, Guo B, Li X. Self-administered acupressure and exercise for patients with osteoarthritis: a randomized controlled trial. Clinical Rehabilitation 2022;36(3):350-8. [DOI: 10.1177/02692155211049155] - DOI - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Gur 2002	1	explicit_pmid	11887109	11887109	11887109	.	1	0	yes	no	direct_pubmed_link	.	.	Gur H, Cakin N, Akova B, Okay E, Kucukoglu S. Concentric versus combined concentric-eccentric isokinetic training: effects on functional capacity and symptoms in patients with osteoarthrosis of the knee. Archives of Physical and Medical Rehabilitation 2003;83:308-16. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Hay 2006	1	explicit_pmid	17056608	17056608	17056608	PMC1635605	1	1	yes	yes	direct_pubmed_link	.	.	Hay EM, Foster NE, Thomas E, Peat G, Phelan M, Yates HE, et al. Effectiveness of community physiotherapy and enhanced pharmacy review for knee pain in people aged over 55 presenting to primary care: pragmatic randomised trial. BMJ (Clinical Research Ed.) 2006;333:995. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Henriksen 2014	1	explicit_pmid	29499289	29499289	29499289	.	1	0	yes	no	direct_pubmed_link	.	.	Bandak E, Boesen M, Bilddal H, Daugaard C, Hangaard S, Bartholdy C, et al. The effects of exercise on synovitis and bone marrow lesions in knee osteoarthritis: secondary outcomes from a randomized controlled trial. Osteoarthritis and Cartilage 2018;26 Suppl 1:S315-6. - PubMed Bandak E, Boesen M, Bliddal H, Daugaard C, Hangaard S, Bartholdy C, et al. The effect of exercise therapy on inflammatory activity assessed by MRI in knee osteoarthritis: secondary outcomes from a randomized controlled trial. Knee 2021;28:256-65. [DOI: 10.1016/j.knee.2020.12.022] - DOI - PubMed Bandak E, Boesen M, Bliddal
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Henriksen 2014	2	explicit_pmid	33453514	33453514	33453514	.	1	0	yes	no	direct_pubmed_link	.	.	Bandak E, Boesen M, Bilddal H, Daugaard C, Hangaard S, Bartholdy C, et al. The effects of exercise on synovitis and bone marrow lesions in knee osteoarthritis: secondary outcomes from a randomized controlled trial. Osteoarthritis and Cartilage 2018;26 Suppl 1:S315-6. - PubMed Bandak E, Boesen M, Bliddal H, Daugaard C, Hangaard S, Bartholdy C, et al. The effect of exercise therapy on inflammatory activity assessed by MRI in knee osteoarthritis: secondary outcomes from a randomized controlled trial. Knee 2021;28:256-65. [DOI: 10.1016/j.knee.2020.12.022] - DOI - PubMed Bandak E, Boesen M, Bliddal
after_pilot	Cochrane_reviews/after_pilot/CD004376_exercise_knee_oa.pdf	CD004376_exercise_knee_oa	Henriksen 2014	3	explicit_pmid	31656173	31656173	31656173	PMC6815355	1	1	yes	yes	direct_pubmed_link	.	.	Bandak E, Boesen M, Bilddal H, Daugaard C, Hangaard S, Bartholdy C, et al. The effects of exercise on synovitis and bone marrow lesions in knee osteoarthritis: secondary outcomes from a randomized controlled trial. Osteoarthritis and Cartilage 2018;26 Suppl 1:S315-6. - PubMed Bandak E, Boesen M, Bliddal H, Daugaard C, Hangaard S, Bartholdy C, et al. The effect of exercise therapy on inflammatory activity assessed by MRI in knee osteoarthritis: secondary outcomes from a randomized controlled trial. Knee 2021;28:256-65. [DOI: 10.1016/j.knee.2020.12.022] - DOI - PubMed Bandak E, Boesen M, Bliddal
